visit_id,member_id,cinema_id,film_id,visit_date
2186,888,8,38,2025-03-29
2187,86,10,27,2023-07-22
2188,275,19,12,2024-08-28
2189,1608,7,24,2025-01-17
2190,833,18,37,2023-12-13
2191,260,9,11,2025-05-05
2192,1675,9,22,2023-07-26
2193,1757,2,35,2024-06-06
2194,606,4,12,2023-12-31
2195,1531,20,39,2025-03-09
2196,1900,16,7,2025-03-26
2197,1833,13,18,2023-07-17
2198,219,6,1,2024-03-02
2199,425,9,2,2024-12-24
2200,451,10,48,2024-07-31
2201,523,13,42,2025-05-03
2202,884,10,50,2023-09-09
2203,858,3,13,2025-03-31
2204,211,5,43,2024-02-02
2205,764,5,44,2024-06-19
2206,127,5,8,2024-04-21
2207,1495,9,44,2023-12-06
2208,644,9,31,2025-02-03
2209,508,17,2,2024-12-12
2210,1365,1,24,2023-10-28
2211,744,15,40,2023-07-28
2212,189,6,12,2024-07-27
2213,710,3,45,2024-04-26
2214,1787,15,8,2024-11-14
2215,1346,14,39,2023-10-11
2216,1194,2,18,2024-05-14
2217,80,20,8,2023-09-08
2218,1394,14,49,2024-08-31
2219,1441,17,36,2025-04-22
2220,1953,19,29,2024-05-30
2221,1365,4,18,2025-06-11
2222,41,2,5,2025-01-19
2223,994,11,25,2025-01-01
2224,1995,17,36,2024-05-01
2225,509,9,12,2025-02-11
2226,1119,19,22,2024-12-17
2227,784,12,5,2023-10-26
2228,293,5,40,2025-03-11
2229,1487,6,37,2025-05-10
2230,929,9,26,2024-11-05
2231,230,9,47,2025-05-22
2232,1273,1,13,2024-07-03
2233,575,17,1,2024-12-05
2234,102,6,27,2025-05-24
2235,1765,3,27,2024-03-07
2236,354,15,47,2023-12-23
2237,1034,4,47,2025-01-10
2238,1897,3,6,2023-09-30
2239,1543,6,6,2024-05-25
2240,599,12,26,2025-03-21
2241,1098,1,1,2024-06-02
2242,1724,6,35,2025-02-04
2243,704,1,44,2023-10-16
2244,1123,1,2,2025-04-04
2245,1829,8,24,2024-07-22
2246,106,15,19,2024-11-08
2247,554,13,46,2024-11-22
2248,1709,19,6,2024-08-24
2249,1373,7,31,2024-09-09
2250,50,4,29,2023-07-29
2251,578,6,42,2024-02-18
2252,881,1,50,2024-04-06
2253,312,15,27,2025-05-17
2254,651,18,25,2024-03-05
2255,427,19,40,2024-02-13
2256,1531,10,38,2024-07-25
2257,1862,5,27,2025-04-02
2258,994,12,8,2025-02-18
2259,52,8,11,2024-04-03
2260,758,12,12,2024-12-15
2261,1538,18,43,2024-07-11
2262,921,10,46,2024-01-25
2263,1048,18,25,2024-08-05
2264,1018,20,49,2024-09-21
2265,1876,3,3,2024-05-18
2266,1849,15,49,2025-06-03
2267,1260,19,34,2025-07-05
2268,1815,11,39,2023-08-23
2269,1672,1,13,2024-07-13
2270,1089,11,20,2024-11-12
2271,763,10,39,2024-02-19
2272,53,10,6,2025-05-19
2273,1024,18,37,2025-02-16
2274,1563,13,8,2024-01-21
2275,1920,11,27,2025-03-16
2276,1782,6,3,2024-03-06
2277,709,16,9,2025-05-06
2278,277,20,8,2025-05-31
2279,1740,2,44,2023-10-28
2280,1082,20,41,2023-09-25
2281,102,12,17,2024-07-10
2282,464,17,12,2024-02-11
2283,1582,6,28,2024-11-08
2284,40,17,30,2024-04-30
2285,708,2,39,2024-05-18
2286,1550,9,48,2023-08-10
2287,284,10,15,2024-03-31
2288,1345,4,11,2025-02-02
2289,421,13,50,2024-11-18
2290,1911,5,32,2025-04-11
2291,1832,17,9,2025-04-04
2292,1636,14,44,2023-11-07
2293,1146,20,48,2025-01-07
2294,1940,19,45,2024-06-23
2295,1696,17,43,2025-06-02
2296,1073,20,31,2024-11-28
2297,1772,15,21,2024-04-18
2298,22,16,45,2025-02-12
2299,664,11,29,2025-05-29
2300,122,3,46,2024-01-29
2301,303,7,31,2024-06-30
2302,585,19,15,2024-05-24
2303,127,6,5,2024-07-25
2304,1927,8,44,2024-03-12
2305,1894,16,27,2023-12-16
2306,664,7,38,2024-06-22
2307,22,4,40,2023-08-12
2308,1472,10,18,2024-01-11
2309,1446,20,11,2024-06-21
2310,1107,13,14,2024-11-26
2311,1883,4,38,2023-12-20
2312,497,12,7,2024-12-15
2313,1571,16,28,2025-05-08
2314,1308,8,28,2025-02-14
2315,404,12,5,2023-10-13
2316,1971,18,48,2023-10-30
2317,360,8,18,2024-12-03
2318,591,20,20,2024-09-19
2319,327,10,21,2024-10-27
2320,292,11,8,2023-10-05
2321,550,19,18,2024-08-05
2322,712,13,49,2025-06-23
2323,1733,12,48,2025-05-17
2324,857,9,17,2025-02-07
2325,906,17,24,2024-06-18
2326,1434,10,35,2024-03-06
2327,1991,19,18,2024-04-19
2328,904,14,33,2025-05-18
2329,1738,8,18,2025-03-10
2330,1534,7,11,2025-01-10
2331,624,18,4,2025-03-29
2332,971,8,4,2023-12-05
2333,1135,10,8,2025-01-06
2334,333,19,17,2025-06-10
2335,315,12,17,2025-01-13
2336,625,19,8,2025-06-24
2337,1930,8,3,2025-03-27
2338,1129,13,23,2023-12-26
2339,629,19,46,2025-06-01
2340,66,9,38,2024-06-16
2341,1985,2,8,2024-09-23
2342,1415,4,27,2023-09-19
2343,108,6,20,2023-08-20
2344,1516,13,1,2025-03-26
2345,1883,14,47,2024-04-19
2346,852,16,19,2025-03-28
2347,752,3,32,2025-04-21
2348,1613,9,20,2024-03-04
2349,1421,6,35,2025-05-23
2350,1167,15,7,2023-10-08
2351,104,2,16,2024-10-08
2352,1594,14,6,2025-01-01
2353,1302,8,45,2024-10-16
2354,966,12,8,2024-04-05
2355,1226,3,14,2025-06-27
2356,218,20,40,2024-04-26
2357,1998,6,3,2024-12-20
2358,864,12,24,2025-01-25
2359,546,3,4,2024-12-14
2360,63,5,28,2023-12-03
2361,592,6,10,2024-09-11
2362,1789,5,12,2024-10-10
2363,1065,9,3,2024-07-25
2364,884,5,28,2024-11-12
2365,748,12,1,2025-03-04
2366,1149,4,10,2024-02-17
2367,1438,6,36,2024-09-07
2368,1943,14,47,2025-02-21
2369,769,15,36,2024-03-12
2370,24,1,22,2025-04-07
2371,1592,15,16,2025-04-23
2372,1365,16,40,2024-09-29
2373,1377,17,42,2024-12-23
2374,753,14,45,2025-01-09
2375,1257,15,13,2023-12-07
2376,753,7,44,2023-09-09
2377,126,6,20,2024-06-17
2378,502,16,34,2025-03-30
2379,854,18,18,2024-05-13
2380,1871,10,22,2023-09-22
2381,394,12,50,2023-09-11
2382,1541,12,31,2023-11-16
2383,1340,20,2,2025-04-07
2384,960,2,8,2024-08-18
2385,1665,2,22,2025-01-22
2386,700,13,1,2025-07-05
2387,940,2,35,2023-11-17
2388,778,20,24,2024-08-06
2389,651,20,18,2025-02-11
2390,470,15,11,2023-11-07
2391,962,5,12,2025-05-18
2392,724,7,10,2024-01-17
2393,98,10,17,2025-05-01
2394,980,5,47,2024-06-14
2395,872,13,36,2023-11-28
2396,1246,10,43,2025-05-27
2397,1659,15,26,2024-02-10
2398,1472,20,25,2023-12-21
2399,990,10,26,2024-04-12
2400,707,20,32,2025-04-02
2401,1368,4,13,2023-12-23
2402,1644,12,2,2024-10-06
2403,398,11,6,2023-09-27
2404,1068,10,23,2023-12-17
2405,1157,19,16,2024-09-23
2406,1140,14,33,2024-01-27
2407,1428,4,29,2024-12-07
2408,376,8,24,2024-01-02
2409,855,3,40,2023-07-10
2410,1215,19,9,2025-02-15
2411,351,1,21,2024-01-29
2412,745,9,18,2025-02-28
2413,1091,3,1,2025-05-09
2414,605,13,20,2024-01-10
2415,644,2,10,2024-05-10
2416,978,7,37,2024-09-08
2417,454,3,26,2023-08-09
2418,253,13,22,2025-02-19
2419,338,6,49,2025-04-02
2420,693,19,31,2023-09-26
2421,762,17,1,2024-08-01
2422,1642,11,25,2023-07-12
2423,1106,8,9,2023-08-30
2424,1840,17,8,2024-03-02
2425,968,2,25,2023-08-29
2426,1722,14,46,2024-04-03
2427,646,17,14,2024-09-05
2428,1093,20,28,2025-06-22
2429,588,6,18,2025-01-30
2430,1210,3,15,2024-08-14
2431,104,4,32,2025-03-17
2432,581,13,14,2023-10-30
2433,1039,15,23,2025-06-08
2434,188,4,1,2024-03-15
2435,1366,11,4,2023-12-13
2436,1757,18,17,2024-10-09
2437,722,13,32,2024-05-13
2438,1718,15,42,2024-08-11
2439,1014,13,36,2024-07-15
2440,1867,20,18,2025-05-28
2441,743,9,2,2024-07-02
2442,606,8,15,2024-03-01
2443,65,19,13,2025-05-09
2444,631,11,7,2024-01-01
2445,1104,17,21,2024-07-26
2446,329,20,40,2025-01-14
2447,271,11,12,2024-03-19
2448,1344,4,41,2025-05-17
2449,807,13,6,2024-11-12
2450,1263,18,38,2024-01-05
2451,1122,17,34,2023-10-05
2452,984,10,40,2024-03-19
2453,626,1,48,2025-06-11
2454,377,19,47,2025-06-06
2455,1950,11,13,2025-03-15
2456,474,8,15,2023-12-25
2457,197,13,47,2024-08-18
2458,1487,10,21,2023-12-29
2459,324,3,26,2025-01-27
2460,622,3,29,2023-08-11
2461,919,18,14,2024-08-02
2462,112,19,29,2025-03-05
2463,209,2,15,2024-04-27
2464,157,7,21,2023-08-10
2465,1798,16,25,2023-11-08
2466,1267,4,33,2024-03-08
2467,265,5,1,2024-10-20
2468,1822,11,11,2025-01-16
2469,1904,4,2,2024-03-08
2470,1535,14,9,2024-10-21
2471,1319,12,40,2024-06-22
2472,506,6,44,2024-01-12
2473,1004,18,19,2023-07-17
2474,854,20,18,2024-06-25
2475,779,10,49,2025-04-21
2476,730,17,33,2024-01-24
2477,396,5,28,2025-04-15
2478,2000,12,41,2025-01-20
2479,69,2,40,2024-11-19
2480,68,9,43,2024-06-03
2481,1414,2,28,2024-07-22
2482,186,18,35,2024-03-20
2483,275,19,40,2023-12-25
2484,1050,3,23,2023-08-24
2485,1855,3,12,2024-08-31
2486,1379,20,12,2025-02-03
2487,342,12,10,2024-12-15
2488,1709,3,47,2025-01-14
2489,703,3,14,2024-11-24
2490,1405,4,19,2025-02-01
2491,664,4,43,2025-02-23
2492,763,15,48,2025-05-04
2493,1906,13,50,2024-08-10
2494,1044,2,28,2023-12-28
2495,1895,2,11,2024-02-13
2496,1799,16,50,2024-07-16
2497,594,5,22,2023-07-28
2498,506,16,13,2025-06-15
2499,820,18,13,2023-09-25
2500,574,15,43,2024-01-12
2501,611,12,39,2025-02-28
2502,1510,18,14,2023-12-18
2503,1015,2,2,2025-02-25
2504,1326,6,28,2023-10-24
2505,1910,1,5,2024-01-20
2506,640,4,19,2023-11-02
2507,1048,2,22,2024-04-22
2508,55,17,36,2023-11-23
2509,1677,18,38,2025-01-14
2510,719,5,35,2025-06-19
2511,1622,14,9,2025-03-13
2512,224,15,39,2025-04-02
2513,1990,17,11,2023-07-10
2514,1976,20,4,2025-03-17
2515,1890,4,23,2025-01-31
2516,1441,14,15,2025-03-15
2517,1640,12,33,2025-04-03
2518,1771,1,10,2023-08-25
2519,1147,2,36,2023-08-05
2520,426,20,47,2025-05-29
2521,1680,19,7,2024-10-27
2522,1892,3,44,2025-02-15
2523,165,16,34,2024-12-23
2524,95,20,37,2024-10-05
2525,751,20,34,2024-11-30
2526,750,11,9,2024-12-24
2527,1116,5,49,2024-08-22
2528,1616,19,3,2023-09-28
2529,69,4,25,2023-10-28
2530,549,15,32,2025-02-02
2531,823,9,39,2025-03-18
2532,543,13,22,2024-10-14
2533,1574,3,44,2023-07-24
2534,1726,16,28,2023-11-26
2535,178,17,45,2024-09-10
2536,1602,16,46,2025-06-26
2537,845,18,19,2024-08-01
2538,318,16,43,2024-11-06
2539,790,14,42,2025-02-12
2540,1337,15,46,2023-11-20
2541,1196,2,20,2024-02-20
2542,480,3,19,2025-03-20
2543,1557,11,39,2024-06-29
2544,1652,7,40,2024-12-16
2545,748,20,26,2025-06-11
2546,331,17,40,2025-02-16
2547,1430,11,39,2024-06-03
2548,227,6,5,2024-07-30
2549,1915,13,9,2025-06-02
2550,1103,1,36,2023-09-22
2551,941,15,35,2024-08-18
2552,1175,12,34,2024-04-30
2553,451,17,40,2023-09-22
2554,971,16,42,2025-02-10
2555,1497,17,42,2023-09-11
2556,580,7,1,2023-09-08
2557,1690,13,9,2023-07-14
2558,1937,4,44,2024-10-16
2559,1180,16,36,2025-03-21
2560,1606,15,16,2024-01-27
2561,1863,15,22,2025-05-27
2562,1685,10,3,2024-10-17
2563,523,16,27,2025-06-28
2564,415,4,37,2025-02-27
2565,1087,2,30,2024-12-16
2566,419,1,48,2025-01-10
2567,760,11,31,2024-02-17
2568,1925,4,44,2025-04-23
2569,1400,18,35,2024-11-09
2570,360,8,30,2023-12-29
2571,1109,12,6,2024-05-19
2572,1199,20,41,2025-02-21
2573,105,9,8,2024-08-17
2574,1923,14,19,2024-01-15
2575,1446,16,37,2023-11-03
2576,203,13,24,2024-08-12
2577,490,7,29,2025-03-28
2578,186,10,23,2024-01-23
2579,355,4,28,2024-01-29
2580,1936,5,4,2024-10-19
2581,1972,4,48,2025-01-23
2582,515,11,47,2025-04-26
2583,384,6,45,2024-05-12
2584,49,3,44,2025-05-13
2585,1841,3,13,2025-03-24
2586,1021,11,12,2025-03-28
2587,1007,17,37,2024-10-30
2588,1903,9,46,2023-07-26
2589,284,2,18,2025-06-13
2590,935,9,36,2023-12-16
2591,735,13,37,2024-12-18
2592,1523,8,19,2023-08-04
2593,1924,6,14,2023-12-04
2594,104,19,42,2025-04-26
2595,838,9,3,2025-05-02
2596,567,15,2,2025-01-31
2597,1050,6,7,2024-11-04
2598,1210,19,14,2024-05-23
2599,989,9,19,2023-11-09
2600,507,6,36,2025-02-17
2601,1846,18,46,2023-10-23
2602,872,1,39,2025-06-15
2603,1723,10,13,2023-07-27
2604,673,16,1,2024-09-01
2605,905,18,34,2024-12-10
2606,540,7,3,2023-07-25
2607,1740,7,37,2025-07-03
2608,1868,11,19,2024-07-24
2609,1373,5,19,2024-10-30
2610,1116,8,4,2023-08-23
2611,307,11,34,2024-12-11
2612,800,8,27,2023-11-01
2613,832,20,45,2023-08-19
2614,1066,1,24,2024-01-09
2615,1544,9,6,2025-02-10
2616,1436,3,14,2025-05-16
2617,1876,12,32,2024-02-10
2618,690,16,27,2023-09-26
2619,1344,4,21,2024-07-20
2620,1594,16,40,2024-09-19
2621,783,10,22,2024-09-14
2622,1426,19,47,2023-08-24
2623,1140,18,20,2024-05-21
2624,930,2,46,2024-03-19
2625,792,3,33,2025-05-22
2626,179,17,16,2024-04-15
2627,1070,16,48,2023-08-11
2628,437,11,42,2023-08-11
2629,318,18,23,2025-04-11
2630,767,1,33,2023-10-19
2631,1168,15,10,2024-10-10
2632,1312,7,14,2024-02-02
2633,750,16,16,2024-10-06
2634,425,6,20,2025-06-19
2635,1422,4,47,2024-08-07
2636,1167,7,26,2024-04-05
2637,741,18,49,2023-09-09
2638,526,14,35,2024-10-27
2639,535,5,32,2024-11-13
2640,1617,5,43,2024-03-29
2641,1147,13,39,2025-04-04
2642,147,20,28,2024-02-11
2643,772,18,44,2024-07-12
2644,1023,1,6,2024-03-09
2645,1257,5,8,2025-03-11
2646,1811,8,23,2025-06-22
2647,806,13,45,2023-07-23
2648,88,13,47,2024-01-12
2649,8,2,37,2025-05-11
2650,727,5,42,2024-07-28
2651,1673,9,29,2024-01-29
2652,1591,5,18,2025-06-07
2653,716,1,4,2025-07-07
2654,85,5,6,2023-12-19
2655,172,19,1,2025-05-02
2656,1685,20,9,2025-03-09
2657,514,19,31,2024-08-29
2658,1219,8,3,2024-07-11
2659,697,13,4,2024-08-07
2660,75,8,14,2023-08-18
2661,960,12,1,2024-05-15
2662,1650,20,20,2025-02-07
2663,1098,11,19,2024-03-13
2664,1915,14,33,2025-06-01
2665,1825,20,20,2024-12-07
2666,37,5,3,2025-06-14
2667,1325,5,24,2024-01-01
2668,718,5,16,2025-02-16
2669,633,11,23,2024-12-12
2670,926,4,2,2024-05-01
2671,1684,14,28,2025-06-09
2672,1269,19,26,2024-01-11
2673,1029,3,38,2024-04-10
2674,902,14,37,2023-11-03
2675,1514,1,15,2023-08-14
2676,108,12,15,2024-06-17
2677,898,2,8,2024-07-13
2678,575,14,11,2024-04-28
2679,1254,19,37,2024-01-02
2680,1662,15,1,2024-12-16
2681,523,17,34,2025-03-28
2682,86,10,14,2024-12-24
2683,261,6,47,2023-09-07
2684,54,18,19,2023-10-26
2685,323,9,18,2025-07-06
2686,530,1,43,2024-08-27
2687,948,20,15,2024-10-11
2688,587,10,24,2024-11-10
2689,1338,10,2,2025-06-10
2690,1418,11,29,2024-07-12
2691,912,20,38,2023-12-17
2692,113,20,12,2025-06-16
2693,1484,10,14,2023-11-01
2694,904,4,12,2024-10-13
2695,880,10,50,2025-07-06
2696,1956,15,16,2024-12-11
2697,1026,11,35,2023-12-11
2698,1256,19,45,2024-03-27
2699,654,7,3,2025-01-17
2700,1888,3,6,2025-03-04
2701,191,14,48,2023-07-25
2702,694,11,40,2023-07-13
2703,1454,3,27,2024-11-28
2704,648,19,18,2023-10-04
2705,25,20,28,2024-03-10
2706,1452,15,46,2024-07-03
2707,1843,15,27,2025-01-23
2708,1412,6,22,2023-08-15
2709,1525,17,25,2024-05-01
2710,439,4,31,2024-07-05
2711,1257,1,47,2024-09-25
2712,1149,5,39,2024-06-28
2713,108,19,49,2023-08-12
2714,1235,3,7,2024-09-04
2715,1926,11,26,2025-03-12
2716,419,14,2,2024-04-02
2717,1898,13,26,2024-06-28
2718,1973,5,4,2025-06-20
2719,105,8,1,2024-01-10
2720,451,1,31,2024-04-26
2721,240,7,41,2024-08-27
2722,1716,7,3,2024-06-06
2723,502,8,40,2024-12-16
2724,1680,17,9,2024-09-27
2725,1661,20,4,2024-01-05
2726,1328,19,22,2023-12-16
2727,415,3,27,2023-10-16
2728,297,18,10,2023-12-14
2729,1418,3,26,2024-04-20
2730,1449,5,21,2023-11-08
2731,1654,15,3,2023-12-15
2732,717,2,47,2024-04-09
2733,1901,5,2,2025-04-04
2734,2,20,22,2025-05-04
2735,1878,16,28,2024-05-17
2736,1414,19,41,2025-03-30
2737,440,17,8,2024-02-21
2738,907,7,40,2025-03-02
2739,176,15,15,2025-04-03
2740,1146,9,22,2025-02-28
2741,1226,7,12,2023-07-27
2742,1630,7,12,2025-04-25
2743,1242,20,21,2023-07-09
2744,1859,13,30,2023-11-26
2745,643,17,18,2024-09-14
2746,1417,19,25,2024-02-27
2747,476,17,46,2024-07-06
2748,1469,15,26,2024-04-18
2749,1734,15,42,2023-07-24
2750,1677,19,49,2024-11-29
2751,56,17,17,2023-09-06
2752,1435,13,23,2025-01-15
2753,112,8,44,2024-06-02
2754,791,14,9,2025-03-29
2755,87,19,9,2025-02-08
2756,445,6,13,2024-12-08
2757,1569,20,11,2023-10-23
2758,1688,10,27,2024-12-09
2759,961,2,41,2024-08-15
2760,656,9,50,2024-07-22
2761,1346,18,25,2025-06-30
2762,1141,5,49,2024-09-24
2763,70,20,34,2024-08-05
2764,1100,14,6,2023-10-16
2765,513,16,12,2024-04-23
2766,1332,17,10,2023-08-10
2767,1774,18,7,2023-07-26
2768,1211,15,25,2025-06-04
2769,808,17,40,2023-12-18
2770,952,17,2,2025-02-03
2771,187,12,24,2025-01-03
2772,689,14,34,2024-06-29
2773,580,12,22,2024-02-10
2774,177,6,13,2023-09-30
2775,1756,3,20,2024-01-15
2776,1096,2,1,2024-11-13
2777,1973,18,48,2024-02-09
2778,1949,16,31,2024-08-26
2779,1129,11,23,2023-07-15
2780,632,20,38,2023-09-12
2781,1391,15,6,2025-02-25
2782,1838,6,2,2024-11-30
2783,1467,13,27,2025-02-14
2784,1848,15,39,2025-01-16
2785,1686,5,29,2025-06-18
2786,1397,18,32,2024-12-16
2787,1034,13,37,2025-03-12
2788,422,8,7,2025-04-04
2789,1414,3,23,2024-09-12
2790,121,7,41,2025-03-09
2791,1541,3,44,2025-04-27
2792,1954,2,49,2024-09-24
2793,1679,6,9,2024-04-30
2794,549,9,28,2023-09-24
2795,1156,13,5,2023-09-11
2796,1242,9,22,2025-04-06
2797,1754,2,10,2024-03-03
2798,529,5,27,2024-03-10
2799,1002,3,48,2025-01-23
2800,488,17,3,2025-06-27
2801,711,13,28,2025-07-03
2802,1481,8,41,2023-09-20
2803,1993,12,38,2025-07-01
2804,279,15,46,2024-01-09
2805,271,5,36,2024-10-16
2806,800,10,11,2023-08-15
2807,1802,15,29,2024-10-06
2808,175,16,6,2024-05-19
2809,1491,20,2,2025-03-11
2810,1328,8,5,2024-02-12
2811,703,3,23,2024-05-24
2812,727,3,12,2023-12-07
2813,1417,11,34,2023-10-21
2814,651,13,18,2025-02-16
2815,1378,6,46,2025-04-17
2816,790,20,19,2025-04-11
2817,98,10,8,2024-12-14
2818,1704,15,1,2023-10-30
2819,856,5,49,2025-06-07
2820,1938,13,38,2025-01-02
2821,661,16,1,2024-10-27
2822,1374,17,41,2024-10-01
2823,1942,17,39,2024-04-12
2824,1087,2,47,2023-10-11
2825,1682,1,40,2024-08-19
2826,1412,15,16,2024-03-16
2827,911,17,27,2024-07-30
2828,1108,18,26,2024-03-06
2829,866,12,35,2024-07-26
2830,523,8,26,2024-12-12
2831,160,5,2,2024-07-17
2832,269,16,11,2024-09-05
2833,564,13,20,2024-10-03
2834,287,2,34,2025-05-08
2835,702,12,20,2024-05-21
2836,1473,13,8,2024-01-21
2837,681,18,30,2024-04-24
2838,263,17,19,2025-05-15
2839,713,16,33,2024-09-27
2840,1103,2,9,2023-11-10
2841,1022,6,36,2024-03-15
2842,1253,1,43,2024-12-24
2843,355,2,23,2025-01-30
2844,296,19,49,2025-05-26
2845,1938,11,39,2024-07-01
2846,1460,14,46,2025-03-06
2847,665,3,33,2023-10-06
2848,564,17,47,2023-07-23
2849,389,18,21,2025-01-27
2850,177,3,36,2023-11-01
2851,704,8,36,2024-10-28
2852,1431,18,29,2025-05-16
2853,1378,11,32,2024-12-27
2854,174,5,24,2023-09-24
2855,1501,19,39,2024-06-08
2856,905,12,23,2024-07-23
2857,807,7,25,2024-12-20
2858,792,20,13,2023-09-29
2859,1817,10,26,2024-06-30
2860,242,9,27,2024-02-08
2861,1183,8,10,2024-03-17
2862,896,11,49,2024-06-01
2863,508,11,18,2025-03-14
2864,996,9,31,2024-08-20
2865,1929,7,15,2024-03-04
2866,39,14,39,2024-06-27
2867,809,2,18,2024-09-17
2868,536,2,44,2024-11-25
2869,694,3,44,2023-07-21
2870,1833,3,33,2023-10-07
2871,1358,16,46,2024-12-24
2872,1142,19,18,2024-02-07
2873,806,13,18,2024-03-31
2874,1083,1,43,2025-04-29
2875,98,20,2,2024-03-15
2876,1718,9,22,2023-10-03
2877,1737,5,23,2024-02-15
2878,577,16,13,2024-04-10
2879,94,1,44,2023-11-13
2880,1860,9,47,2024-04-16
2881,1828,7,11,2025-05-17
2882,983,10,31,2024-12-27
2883,412,16,41,2024-10-01
2884,93,19,7,2024-09-17
2885,82,17,27,2023-08-20
2886,102,8,23,2024-02-10
2887,1271,3,37,2024-11-13
2888,1731,10,31,2023-08-23
2889,50,3,26,2024-08-12
2890,940,7,42,2024-12-16
2891,1797,20,21,2024-03-01
2892,1597,18,15,2024-06-03
2893,1680,5,14,2024-12-02
2894,225,19,25,2025-05-13
2895,252,7,10,2024-01-15
2896,253,3,49,2024-12-17
2897,1074,14,43,2023-12-29
2898,288,3,47,2025-06-30
2899,1450,9,32,2025-01-22
2900,167,20,21,2025-04-22
2901,900,6,48,2024-12-16
2902,1319,10,45,2024-03-02
2903,567,10,30,2025-01-20
2904,534,16,42,2023-07-17
2905,420,10,32,2025-05-28
2906,773,14,23,2025-06-01
2907,630,15,23,2023-08-19
2908,248,13,38,2024-05-17
2909,374,1,6,2023-12-06
2910,1513,20,12,2025-04-06
2911,1773,7,48,2024-01-18
2912,247,6,6,2023-09-20
2913,592,5,17,2024-02-06
2914,651,12,27,2023-09-17
2915,398,14,3,2023-09-26
2916,1409,16,28,2024-11-28
2917,938,10,43,2024-09-06
2918,84,1,23,2023-11-18
2919,476,11,6,2024-03-09
2920,59,7,3,2024-12-22
2921,1055,5,41,2024-06-18
2922,350,16,25,2024-08-09
2923,1372,2,28,2024-07-19
2924,1115,16,22,2024-11-04
2925,1303,7,14,2023-10-08
2926,1512,15,2,2023-09-21
2927,544,17,32,2023-10-10
2928,741,13,17,2025-01-27
2929,797,10,30,2024-12-09
2930,331,10,29,2025-05-14
2931,904,15,14,2023-09-30
2932,199,20,44,2025-01-20
2933,455,5,7,2024-04-21
2934,1558,6,37,2024-07-17
2935,1211,17,37,2023-10-20
2936,1934,13,11,2024-12-13
2937,1005,2,18,2024-09-16
2938,1029,6,32,2025-03-09
2939,719,3,48,2024-02-18
2940,1208,9,10,2025-05-20
2941,838,16,4,2024-12-26
2942,77,15,3,2024-06-09
2943,355,14,20,2023-11-06
2944,251,16,22,2024-10-27
2945,1369,1,40,2024-12-08
2946,227,3,17,2024-02-20
2947,400,7,30,2024-10-25
2948,1367,17,41,2025-06-09
2949,392,11,21,2024-03-30
2950,168,4,15,2023-11-12
2951,1996,15,33,2024-02-23
2952,908,20,49,2025-06-15
2953,1776,8,11,2025-04-13
2954,932,11,35,2025-01-23
2955,725,6,25,2024-05-26
2956,699,5,20,2025-01-15
2957,886,11,23,2024-04-22
2958,636,1,19,2024-04-27
2959,530,8,30,2025-03-28
2960,1017,14,9,2024-12-30
2961,963,13,46,2025-01-15
2962,118,17,20,2023-10-23
2963,164,7,17,2023-12-15
2964,156,13,12,2023-10-31
2965,290,16,5,2024-01-04
2966,1358,1,4,2023-07-12
2967,508,6,39,2024-11-10
2968,1956,18,8,2024-03-24
2969,1313,16,47,2023-10-15
2970,1091,7,38,2025-01-27
2971,1354,16,11,2023-12-19
2972,1333,1,40,2023-08-14
2973,554,20,3,2024-06-11
2974,1124,5,18,2024-04-06
2975,1740,6,43,2024-06-15
2976,1311,10,11,2024-07-27
2977,999,3,34,2024-08-30
2978,1466,3,35,2023-11-14
2979,578,4,16,2024-05-06
2980,947,3,39,2025-06-29
2981,995,3,10,2023-10-03
2982,376,6,6,2025-01-15
2983,434,19,4,2024-05-23
2984,1146,5,40,2025-04-01
2985,1703,6,36,2025-01-12
2986,154,6,38,2024-03-19
2987,692,11,19,2025-06-04
2988,367,16,27,2024-08-04
2989,1207,8,19,2024-11-12
2990,64,1,4,2024-12-14
2991,170,20,3,2023-08-12
2992,943,5,36,2024-09-04
2993,1451,8,32,2024-01-06
2994,1512,18,49,2024-03-11
2995,1054,18,5,2023-07-13
2996,469,12,49,2024-12-27
2997,961,13,1,2024-06-02
2998,619,13,13,2024-12-10
2999,1869,1,49,2023-08-19
3000,112,16,41,2024-03-07
3001,208,2,31,2024-02-27
3002,466,18,6,2023-10-24
3003,616,2,47,2023-09-21
3004,518,18,31,2023-10-30
3005,515,8,8,2023-08-16
3006,1754,20,16,2025-01-22
3007,1402,15,33,2024-11-26
3008,1702,18,40,2024-01-07
3009,1499,8,43,2023-08-07
3010,594,5,44,2023-08-15
3011,1347,11,35,2025-01-23
3012,708,3,35,2024-09-15
3013,558,3,22,2024-06-28
3014,25,15,48,2023-11-15
3015,1024,3,49,2024-12-21
3016,66,12,1,2024-06-11
3017,202,2,22,2023-12-17
3018,970,18,35,2024-09-16
3019,950,14,28,2025-05-28
3020,1454,16,18,2025-05-17
3021,1539,16,15,2024-09-16
3022,1860,4,7,2024-09-17
3023,119,17,21,2023-08-12
3024,306,3,29,2023-08-27
3025,826,20,48,2024-08-11
3026,1222,5,10,2025-06-28
3027,1748,13,48,2024-02-03
3028,251,5,5,2023-09-20
3029,53,7,45,2024-05-02
3030,1152,20,19,2024-04-18
3031,1800,3,4,2024-05-20
3032,664,9,33,2024-03-04
3033,1817,8,10,2025-02-05
